A4,B4,0,-5.079162e-11,-1.960382e+05
A4,A3,0,-4.680666e-11,-1.960778e+05
A4,B3,0,-5.005918e-11,-1.965100e+05
A4,A2,0,-3.575111e-11,-1.960988e+05
A4,B2,0,-3.288398e-11,-1.958367e+05
A4,A1,0,-4.458750e-11,-1.954767e+05
A4,B1,0,-6.902951e-11,-1.964387e+05
A4,C1,0,-5.583753e-11,-1.965526e+05
A4,C2,0,-2.841212e-11,-1.962527e+05
A4,D1,0,-2.594247e-11,-1.961269e+05
A4,D2,0,-5.424487e-11,-1.959567e+05
A4,E1,0,-1.263374e-10,-1.852780e+05
A4,E2,0,-1.917430e-10,-1.836978e+05
A4,F1,0,-1.890952e-10,-1.835748e+05
A4,F2,0,-1.727818e-10,-1.828807e+05
A4,F3,0,-1.690468e-10,-1.831452e+05
A4,G1,0,-1.884598e-10,-1.820958e+05
A4,G2,0,-2.080252e-10,-1.836416e+05
A4,G3,0,-1.830519e-10,-1.821636e+05
A4,H1,0,-1.601601e-10,-1.835651e+05
A4,H2,0,-1.466963e-10,-1.824969e+05
A4,H3,0,-1.915121e-10,-1.833414e+05
A4,J1,0,-1.997039e-10,-1.827189e+05
A4,J2,0,-1.976277e-10,-1.836439e+05
A4,K1,0,-1.100815e-10,-1.855677e+05
A4,K2,0,-1.571363e-10,-1.824487e+05
A4,L1,0,-1.708216e-10,-1.832173e+05
A4,L2,0,-1.790033e-10,-1.818681e+05
A4,M1,0,-2.074451e-10,-1.835469e+05
A4,M2,0,-1.931133e-10,-1.824017e+05
A4,N1,0,-1.663929e-10,-1.834323e+05
A4,N2,0,-1.644920e-10,-1.820297e+05
A4,N3,0,-1.989036e-10,-1.833280e+05
A4,M3,0,-1.947008e-10,-1.826580e+05
A4,N4,0,-1.956122e-10,-1.837491e+05
A4,M4,0,-1.792898e-10,-1.829319e+05
A4,N5,0,-1.012583e-10,-1.852358e+05
A4,M5,0,-1.690355e-10,-1.826656e+05
A4,N6,0,-1.949147e-10,-1.825781e+05
A4,M6,0,-2.120390e-10,-1.834950e+05
A4,L6,0,-1.693098e-10,-1.822386e+05
A4,N7,0,-1.609957e-10,-1.833249e+05
A4,M7,0,-1.624573e-10,-1.815792e+05
A4,L7,0,-1.968698e-10,-1.832364e+05
A4,N8,0,-1.984271e-10,-1.823853e+05
A4,M8,0,-1.986049e-10,-1.836146e+05
A4,L8,0,-1.783356e-10,-1.827461e+05
A4,N9,0,-1.774152e-10,-1.833960e+05
A4,M9,0,-1.638776e-10,-1.823823e+05
A4,N10,0,-1.154231e-10,-1.848412e+05
A4,M10,0,-2.089027e-10,-1.833441e+05
A4,N11,0,-1.762036e-10,-1.826629e+05
A4,M11,0,-1.683196e-10,-1.833378e+05
A4,N12,0,-1.753667e-10,-1.821161e+05
A4,M12,0,-2.004594e-10,-1.831559e+05
A4,N13,0,-1.966632e-10,-1.819456e+05
A4,M13,0,-1.893018e-10,-1.835593e+05
A4,L13,0,-1.736153e-10,-1.828808e+05
A4,L12,0,-1.752106e-10,-1.830237e+05
A4,K13,0,-1.935239e-10,-1.823482e+05
A4,K12,0,-2.073915e-10,-1.833478e+05
A4,J13,0,-1.188705e-10,-1.846934e+05
A4,J12,0,-1.639828e-10,-1.832204e+05
A4,H13,0,-1.623441e-10,-1.817983e+05
A4,H12,0,-1.936146e-10,-1.830376e+05
A4,H11,0,-2.005761e-10,-1.822682e+05
A4,G13,0,-1.967256e-10,-1.834975e+05
A4,G12,0,-1.794699e-10,-1.830575e+05
A4,G11,0,-1.752194e-10,-1.826969e+05
A4,F13,0,-1.718775e-10,-1.828105e+05
A4,F12,0,-1.980630e-10,-1.823516e+05
A4,F11,0,-2.156879e-10,-1.834443e+05
A4,E13,0,-1.812285e-10,-1.822143e+05
A4,E12,0,-1.642931e-10,-1.829861e+05
A4,D13,0,-1.688256e-10,-1.820606e+05
A4,D12,0,-2.026078e-10,-1.832348e+05
A4,C13,0,-1.960455e-10,-1.822631e+05
A4,C12,0,-1.916134e-10,-1.835249e+05
A4,B13,0,-1.714774e-10,-1.826025e+05
A4,B12,0,-1.814826e-10,-1.830863e+05
A4,A13,0,-1.027584e-10,-1.845726e+05
A4,A12,0,-2.067936e-10,-1.823310e+05
A4,A11,0,-2.065487e-10,-1.833314e+05
A4,B11,0,-1.728034e-10,-1.825917e+05
A4,A10,0,-1.656478e-10,-1.830535e+05
A4,B10,0,-1.732754e-10,-1.819420e+05
A4,A9,0,-2.048910e-10,-1.831040e+05
A4,B9,0,-1.952940e-10,-1.817703e+05
A4,A8,0,-1.912678e-10,-1.834512e+05
